,Laptop Name,Processor,Ram,Orignal Price,Discounted Price,Total Reviews,Total Ratings,Avarage Rating,Image link
98,HP G8 Core i5 11th Gen,Intel Core i5 Processor (11th Gen),8,58548.0,48499.0,0.0,0.0,0.0,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/e/e/h/hp-250-g8-64q91pa-intel-i5-business-laptop-hp-original-imaghrs7ygrztvzc.jpeg?q=70
99,ASUS Core i3 12th Gen,Intel Core i3 Processor (12th Gen),8,57990.0,48266.0,0.0,0.0,0.0,https://rukminim1.flixcart.com/image/312/312/kyxb9u80/computer/4/y/0/vivobook-laptop-asus-original-imagbfz5wjzf4bde.jpeg?q=70
100,ASUS VivoBook 14 (2022) Ryzen 7 Quad Core AMD R7,AMD Ryzen 7 Quad Core Processor,16,70990.0,47990.0,29.0,270.0,4.2,https://rukminim1.flixcart.com/image/312/312/l2m78280/computer/z/e/f/-original-imagdx9szs8xz2rk.jpeg?q=70
101,ASUS Vivobook Ultra 14 (2022) Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,58990.0,38990.0,6.0,72.0,4.4,https://rukminim1.flixcart.com/image/312/312/kcjexe80/computer/f/j/u/asus-original-imaftndwqbqznkju.jpeg?q=70
102,ASUS VivoBook 14 (2022) Core i3 12th Gen,Intel Core i3 Processor (12th Gen),8,62990.0,47990.0,2.0,8.0,3.9,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/y/b/w/-original-imagg6t9sb9gvafu.jpeg?q=70
103,ASUS VivoBook Flip 14 Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,63990.0,45990.0,3.0,44.0,4.6,https://rukminim1.flixcart.com/image/312/312/kkyc9zk0/computer/j/z/b/na-2-in-1-laptop-asus-original-imagy6zh6zq2npfx.jpeg?q=70
104,Infinix INBook X1 Neo Series Celeron Quad Core,Intel Celeron Quad Core Processor,4,29990.0,22990.0,38.0,189.0,4.4,https://rukminim1.flixcart.com/image/312/312/l5fnhjk0/computer/h/g/l/inbook-x1-neo-thin-and-light-laptop-infinix-original-imagg49gbqxuhfha.jpeg?q=70
105,DELL Ryzen 3 Quad Core 5425U,R3-5425U (2.70 GHz up to 4.1 GHz),8,50837.0,37390.0,0.0,7.0,4.7,https://rukminim1.flixcart.com/image/312/312/l45xea80/computer/m/q/7/vostro-3425-thin-and-light-laptop-dell-original-imagf4mth22ydgqs.jpeg?q=70
106,ASUS VivoBook 15 (2022) Core i5 10th Gen,Intel Core i5 Processor (10th Gen),8,57990.0,43990.0,211.0,2408.0,4.3,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
107,ASUS VivoBook Ultra K15 OLED Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,62990.0,44990.0,35.0,204.0,4.4,https://rukminim1.flixcart.com/image/312/312/l2dmky80/computer/l/c/g/-original-imagdqdyewdfx452.jpeg?q=70
108,DELL Inspiron Ryzen 5 Quad Core 3450U,AMD Ryzen 5 Quad Core Processor,8,49613.0,45790.0,97.0,762.0,4.3,https://rukminim1.flixcart.com/image/312/312/kirr24w0/computer/z/r/b/dell-na-laptop-original-imafyhm5nzfum7jj.jpeg?q=70
109,DELL Athlon Dual Core 3050U,AMD Athlon Silver 3050U (Base- 2.30 GHz & Turbo up to 3.20 GHz) 2 Cores,8,44630.0,32890.0,0.0,0.0,0.0,https://rukminim1.flixcart.com/image/312/312/l45xea80/computer/2/o/p/vostro-3515-thin-and-light-laptop-dell-original-imagf4mtrpqmswmm.jpeg?q=70
110,ASUS VivoBook 15 (2022) Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8,50990.0,36999.0,370.0,3600.0,4.3,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
111,ASUS VivoBook 15 (2022) Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8,45990.0,33990.0,370.0,3600.0,4.3,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
112,DELL Inspiron Core i3 11th Gen,Intel i3-1125G4 (2.00 GHz up to 3.70 GHz),8,68658.0,49990.0,25.0,266.0,4.3,https://rukminim1.flixcart.com/image/312/312/l4d2ljk0/computer/b/d/u/-original-imagf9x3fk9nbzmg.jpeg?q=70
113,Infinix INBook X1 Neo Series Celeron Quad Core,Intel Celeron Quad Core Processor,4,29990.0,22990.0,38.0,189.0,4.4,https://rukminim1.flixcart.com/image/312/312/l5fnhjk0/computer/b/f/k/inbook-x1-neo-thin-and-light-laptop-infinix-original-imagg49hqgt2ggzc.jpeg?q=70
114,Lenovo IdeaPad 3 Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,69790.0,39990.0,6.0,91.0,4.3,https://rukminim1.flixcart.com/image/312/312/kruyw7k0/computer/a/w/e/na-thin-and-light-laptop-lenovo-original-imag5k4qyjacgkuh.jpeg?q=70
115,ASUS VivoBook Flip 14 Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,69990.0,49990.0,9.0,67.0,4.0,https://rukminim1.flixcart.com/image/312/312/l3t2fm80/computer/p/q/q/-original-imageuecysr3cuca.jpeg?q=70
116,ASUS Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,50990.0,33990.0,118.0,863.0,4.3,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
117,ASUS Vivobook 15 Touch Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,60990.0,42990.0,14.0,85.0,4.4,https://rukminim1.flixcart.com/image/312/312/l44hyfk0/computer/3/c/s/-original-imagf35fjbjagyax.jpeg?q=70
118,DELL Ryzen 3 Quad Core 5425U,R3-5425U (2.70 GHz up to 4.1 GHz),8,56834.0,41690.0,0.0,5.0,3.8,https://rukminim1.flixcart.com/image/312/312/l45xea80/computer/m/q/7/vostro-3425-thin-and-light-laptop-dell-original-imagf4mth22ydgqs.jpeg?q=70
119,Lenovo Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,61390.0,38990.0,0.0,0.0,0.0,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/i/o/y/14itl6-thin-and-light-laptop-lenovo-original-imaghnzgxvnj3agg.jpeg?q=70
120,ASUS TUF Gaming F15 Core i5 10th Gen,Intel Core i5 Processor (10th Gen),8,70990.0,47990.0,100.0,1209.0,4.4,https://rukminim1.flixcart.com/image/312/312/l3rmzrk0/computer/s/z/r/-original-imagetgzg4pgszmt.jpeg?q=70
121,ASUS VivoBook 14 (2022) Ryzen 7 Quad Core AMD R7,AMD Ryzen 7 Quad Core Processor,16,70990.0,47990.0,29.0,270.0,4.2,https://rukminim1.flixcart.com/image/312/312/l2m78280/computer/z/e/f/-original-imagdx9szs8xz2rk.jpeg?q=70
122,Lenovo IdeaPad 3 Core i5 10th Gen,Intel Core i5 Processor (10th Gen),8,64290.0,48490.0,20.0,249.0,4.2,https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/x/m/y/lenovo-na-laptop-original-imafuzt8r5jqppfn.jpeg?q=70
123,ASUS VivoBook 14 (2021) Celeron Dual Core,Intel Celeron Dual Core Processor,4,33990.0,26990.0,34.0,264.0,4.1,https://rukminim1.flixcart.com/image/312/312/l2m78280/computer/z/e/f/-original-imagdx9szs8xz2rk.jpeg?q=70
124,DELL Vostro Ryzen 3 Dual Core R3,AMD Ryzen 3-3250U (2.60 GHz up to 3.50 GHz),8,50651.0,37290.0,42.0,328.0,3.8,https://rukminim1.flixcart.com/image/312/312/l44hyfk0/computer/u/8/s/-original-imagf35ee3xwgkzv.jpeg?q=70
125,Lenovo IdeaPad Gaming 3 Core i5 10th Gen,Intel Core i5 Processor (10th Gen),8,85290.0,49990.0,62.0,677.0,4.3,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/3/q/k/lenovo-original-imag3eht25nykhjn.jpeg?q=70
126,ASUS Vivobook Ultra 14 (2022) Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,58990.0,38990.0,6.0,72.0,4.4,https://rukminim1.flixcart.com/image/312/312/kcjexe80/computer/f/j/u/asus-original-imaftndwqbqznkju.jpeg?q=70
127,ASUS VivoBook 15 (2022) Core i5 10th Gen,Intel Core i5 Processor (10th Gen),8,57990.0,43990.0,211.0,2408.0,4.3,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
128,DELL Inspiron Ryzen 3 Dual Core 3250U,AMD Ryzen 3 Dual Core Processor,8,49613.0,39190.0,42.0,447.0,4.0,https://rukminim1.flixcart.com/image/312/312/knm2s280/computer/m/p/g/inspiron-3501-notebook-dell-original-imag29azafkdgysg.jpeg?q=70
129,ASUS VivoBook Ultra 14 (2022) Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,56990.0,43990.0,396.0,2730.0,4.4,https://rukminim1.flixcart.com/image/312/312/kh9gbrk0/computer/e/6/d/asus-na-thin-and-light-laptop-original-imafxbj7gbsraqzk.jpeg?q=70
130,ASUS VivoBook Ultra K15 OLED Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,62990.0,44990.0,35.0,204.0,4.4,https://rukminim1.flixcart.com/image/312/312/l2dmky80/computer/l/c/g/-original-imagdqdyewdfx452.jpeg?q=70
131,ASUS VivoBook 15 (2022) Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8,50990.0,36999.0,370.0,3600.0,4.3,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
132,Lenovo ThinkPad E15 Core i3 11th Gen,Intel Core i3 Processor (11th Gen),4,59239.0,44700.0,7.0,60.0,4.2,https://rukminim1.flixcart.com/image/312/312/kngd0nk0/computer/k/q/5/na-laptop-lenovo-original-imag24kvhrgqvjut.jpeg?q=70
133,ASUS Vivobook 14 Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,55990.0,36990.0,1.0,7.0,4.3,https://rukminim1.flixcart.com/image/312/312/ky90scw0/computer/q/4/8/vivobook-14-thin-and-light-laptop-asus-original-imagajf5gqrgsgzp.jpeg?q=70
134,DELL Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,50889.0,46300.0,0.0,0.0,0.0,https://rukminim1.flixcart.com/image/312/312/kxkqavk0/computer/9/c/p/na-laptop-dell-original-imagay36gjkzxcnt.jpeg?q=70
135,Infinix INBook X1 Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8,49999.0,29990.0,963.0,5384.0,4.3,https://rukminim1.flixcart.com/image/312/312/kw3v0cw0/computer/j/q/f/inbook-x1-thin-and-light-laptop-infinix-original-imag8vfssyyfzvku.jpeg?q=70
136,ASUS VivoBook 15 (2022) Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8,45990.0,33990.0,370.0,3600.0,4.3,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
137,ASUS Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,50990.0,33990.0,118.0,863.0,4.3,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
138,HP Notebook PC Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,43296.0,34999.0,36.0,382.0,3.8,https://rukminim1.flixcart.com/image/312/312/kxnl6kw0/computer/q/d/p/g8-240-thin-and-light-laptop-hp-original-imaga2fguqjzyphj.jpeg?q=70
139,Lenovo IdeaPad 1 Ryzen 5 Quad Core 3500U,AMD Ryzen 5 Quad Core Processor,8,60090.0,35990.0,12.0,119.0,4.2,https://rukminim1.flixcart.com/image/312/312/l4vnbm80/computer/i/f/f/15ada7-thin-and-light-laptop-lenovo-original-imagfzzxmhfgzysy.jpeg?q=70
140,ASUS Vivobook 15 Touch Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,60990.0,42990.0,14.0,85.0,4.4,https://rukminim1.flixcart.com/image/312/312/l44hyfk0/computer/3/c/s/-original-imagf35fjbjagyax.jpeg?q=70
141,ASUS VivoBook Flip 14 Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,63990.0,45990.0,3.0,44.0,4.6,https://rukminim1.flixcart.com/image/312/312/kkyc9zk0/computer/j/z/b/na-2-in-1-laptop-asus-original-imagy6zh6zq2npfx.jpeg?q=70
142,DELL Vostro Core i3 10th Gen,Intel Core i3 Processor (10th Gen),4,0.0,36057.0,139.0,1236.0,4.3,https://rukminim1.flixcart.com/image/312/312/ksyz8280/computer/7/b/r/na-thin-and-light-laptop-dell-original-imag6f68yfr2eyvh.jpeg?q=70
143,DELL Vostro Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,44427.0,43090.0,1.0,4.0,3.5,https://rukminim1.flixcart.com/image/312/312/kzygpzk0/computer/u/n/j/vostro-3400-thin-and-light-laptop-dell-original-imagbuusnyzeqsjh.jpeg?q=70
144,HP G8 Ryzen 5 Hexa Core 5500U 5th Gen,AMD Ryzen 5 Hexa Core Processor (5th Gen),8,49695.0,45500.0,0.0,0.0,0.0,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/x/i/h/255-g8-laptop-hp-original-imagghdbs8mnge44.jpeg?q=70
145,SAMSUNG Galaxy Book Go Snapdragon 7c Gen 2,Qualcomm Snapdragon 7c Gen 2 Processor,4,47990.0,32990.0,14.0,63.0,4.4,https://rukminim1.flixcart.com/image/312/312/l0r1j0w0/computer/z/m/a/np340xla-ka1in-thin-and-light-laptop-samsung-original-imagcgqvcvcbsun6.jpeg?q=70
146,ASUS TUF Gaming F15 Core i5 10th Gen,Intel Core i5 Processor (10th Gen),8,70990.0,47990.0,105.0,1209.0,4.4,https://rukminim1.flixcart.com/image/312/312/l3rmzrk0/computer/s/z/r/-original-imagetgzg4pgszmt.jpeg?q=70
147,ASUS VivoBook 14 (2022) Ryzen 5 Quad Core AMD R5,AMD Ryzen 5 Quad Core Processor,8,57990.0,36990.0,14.0,161.0,4.2,https://rukminim1.flixcart.com/image/312/312/l2m78280/computer/z/e/f/-original-imagdx9szs8xz2rk.jpeg?q=70
148,Lenovo IdeaPad Slim 3i (2021) Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,58890.0,38990.0,30.0,176.0,4.4,https://rukminim1.flixcart.com/image/312/312/kpft18w0/computer/h/q/n/na-thin-and-light-laptop-lenovo-original-imag3zc8tzvqd26n.jpeg?q=70
149,DELL Vostro Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,44780.0,42590.0,23.0,285.0,3.9,https://rukminim1.flixcart.com/image/312/312/kn7sdjk0/computer/l/w/f/na-notebook-dell-original-imagfy6ah6k6jqdh.jpeg?q=70
150,ASUS VivoBook 14 (2022) Ryzen 7 Quad Core AMD R7,AMD Ryzen 7 Quad Core Processor,16,70990.0,47990.0,29.0,270.0,4.2,https://rukminim1.flixcart.com/image/312/312/l2m78280/computer/z/e/f/-original-imagdx9szs8xz2rk.jpeg?q=70
151,ASUS Vivobook Ultra 14 (2022) Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,58990.0,38990.0,6.0,72.0,4.4,https://rukminim1.flixcart.com/image/312/312/kcjexe80/computer/f/j/u/asus-original-imaftndwqbqznkju.jpeg?q=70
152,ASUS Vivobook 15 OLED Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,58990.0,42990.0,0.0,0.0,0.0,https://rukminim1.flixcart.com/image/312/312/l1ch4sw0/computer/n/l/e/k513ea-l301ws-laptop-asus-original-imagcwvdpcsrzr9h.jpeg?q=70
153,DELL Inspiron Ryzen 3 Dual Core 3250U,AMD Ryzen 3 Dual Core Processor,8,56771.0,44390.0,2.0,23.0,4.1,https://rukminim1.flixcart.com/image/312/312/krdtlzk0/computer/l/k/r/na-laptop-dell-original-imag57f9psmfjcxs.jpeg?q=70
154,ASUS Ryzen 3 Dual Core,AMD Ryzen 3 Dual Core Processor,8,49500.0,33990.0,0.0,0.0,0.0,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/7/4/h/vivobook-15-laptop-asus-original-imaggz3eghd33sak.jpeg?q=70
155,HP 15s Ryzen 5 Hexa Core 4500U,AMD Ryzen 5 Hexa Core Processor,8,49120.0,45990.0,56.0,456.0,4.4,https://rukminim1.flixcart.com/image/312/312/k7531jk0/computer/e/a/h/hp-original-imafpfs893zu5mhb.jpeg?q=70
156,ASUS VivoBook 15 (2022) Core i5 10th Gen,Intel Core i5 Processor (10th Gen),8,57990.0,43990.0,211.0,2408.0,4.3,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
157,ASUS VivoBook Ultra K15 OLED Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,62990.0,44990.0,35.0,204.0,4.4,https://rukminim1.flixcart.com/image/312/312/l2dmky80/computer/l/c/g/-original-imagdqdyewdfx452.jpeg?q=70
158,Nokia PureBook X14 Core i5 10th Gen,Intel Core i5 Processor (10th Gen),8,90000.0,49490.0,285.0,1352.0,4.4,https://rukminim1.flixcart.com/image/312/312/kvtuxe80/computer/p/2/t/-original-imag8n7ukhkkenas.jpeg?q=70
159,acer Aspire 3 Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,49999.0,42990.0,0.0,23.0,4.3,https://rukminim1.flixcart.com/image/312/312/l5h2xe80/screen-guard/screen-guard/t/u/j/acer-aspire-3-intel-core-i3-15-6-inch-inch-screen-guards-original-imagg4zyxxuwqfhv.jpeg?q=70
160,ASUS VivoBook 15 (2022) Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8,50990.0,36999.0,370.0,3600.0,4.3,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
161,ASUS VivoBook 15 (2022) Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8,45990.0,33990.0,370.0,3600.0,4.3,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
162,Infinix X1 Slim Series Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8,49999.0,29990.0,270.0,1840.0,4.2,https://rukminim1.flixcart.com/image/312/312/l44hyfk0/computer/l/a/w/-original-imagf39qgu4qjmgk.jpeg?q=70
163,ASUS VivoBook 15 (2022) Core i3 10th Gen,Intel Core i3 Processor (10th Gen),4,49990.0,34990.0,56.0,466.0,4.3,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
164,DELL Inspiron Core i3 10th Gen,Intel Core i3 Processor (10th Gen),4,44634.0,39990.0,68.0,673.0,4.4,https://rukminim1.flixcart.com/image/312/312/ku5ufm80/computer/b/d/a/na-laptop-dell-original-imag7cstg8ebs8gd.jpeg?q=70
165,ASUS EeeBook 12 Celeron Dual Core,Intel Celeron Dual Core Processor,4,27990.0,21990.0,0.0,10.0,4.5,https://rukminim1.flixcart.com/image/312/312/l3t2fm80/computer/w/y/7/-original-imageuecxufgrnab.jpeg?q=70
166,ASUS Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,50990.0,33990.0,118.0,863.0,4.3,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
167,ASUS Vivobook 15 Touch Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,60990.0,42990.0,14.0,85.0,4.4,https://rukminim1.flixcart.com/image/312/312/l44hyfk0/computer/3/c/s/-original-imagf35fjbjagyax.jpeg?q=70
168,DELL Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,52200.0,41490.0,0.0,0.0,0.0,https://rukminim1.flixcart.com/image/312/312/l16rde80/computer/p/4/i/inspiron-3511-thin-and-light-laptop-dell-original-imagctygxz8x6hnx.jpeg?q=70
169,DELL Inspiron Ryzen 3 Dual Core 3250U,AMD Ryzen 3 Dual Core Processor,8,52605.0,38490.0,15.0,113.0,4.1,https://rukminim1.flixcart.com/image/312/312/l45xea80/computer/h/q/j/-original-imagf4ht2ysxrvg6.jpeg?q=70
170,ASUS TUF Gaming F15 Core i5 10th Gen,Intel Core i5 Processor (10th Gen),8,70990.0,47990.0,100.0,1209.0,4.4,https://rukminim1.flixcart.com/image/312/312/l3rmzrk0/computer/s/z/r/-original-imagetgzg4pgszmt.jpeg?q=70
171,ASUS VivoBook 14 (2022) Ryzen 5 Quad Core AMD R5,AMD Ryzen 5 Quad Core Processor,8,57990.0,36990.0,14.0,161.0,4.2,https://rukminim1.flixcart.com/image/312/312/l2m78280/computer/z/e/f/-original-imagdx9szs8xz2rk.jpeg?q=70
172,Infinix X1 Slim Series Core i5 10th Gen,Intel Core i5 Processor (10th Gen),8,59999.0,39990.0,54.0,346.0,4.2,https://rukminim1.flixcart.com/image/312/312/l44hyfk0/computer/b/d/y/-original-imagf39qmdjgesc9.jpeg?q=70
173,HP Athlon Dual Core 3050U,AMD Athlon Dual Core Processor,8,36359.0,25999.0,0.0,17.0,3.6,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/l/6/o/14s-fq0568au-thin-and-light-laptop-hp-original-imaggdzyrdf7hbkr.jpeg?q=70
174,ASUS Chromebook Flip Touch Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,66990.0,49990.0,0.0,0.0,0.0,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/s/q/m/cx3400fma-ec0171-thin-and-light-laptop-asus-original-imaghgywzq7wnsqg.jpeg?q=70
175,ASUS EeeBook 14 with NumberPad Pentium Silver,Intel Pentium Silver Processor,8,40990.0,29990.0,2.0,26.0,3.9,https://rukminim1.flixcart.com/image/312/312/l3t2fm80/computer/p/t/8/-original-imageuecybhvepfx.jpeg?q=70
176,ASUS VivoBook 14 (2022) Ryzen 7 Quad Core AMD R7,AMD Ryzen 7 Quad Core Processor,16,70990.0,47990.0,29.0,270.0,4.2,https://rukminim1.flixcart.com/image/312/312/l2m78280/computer/z/e/f/-original-imagdx9szs8xz2rk.jpeg?q=70
177,ASUS Vivobook Ultra 14 (2022) Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,58990.0,38990.0,6.0,72.0,4.4,https://rukminim1.flixcart.com/image/312/312/kcjexe80/computer/f/j/u/asus-original-imaftndwqbqznkju.jpeg?q=70
178,ASUS (2022) Celeron Dual Core,Intel Celeron Dual Core Processor,4,36990.0,29990.0,4.0,36.0,4.2,https://rukminim1.flixcart.com/image/312/312/l23mhzk0/computer/6/k/5/br1100fka-bp1104w-laptop-asus-original-imagdgsgbzgax6eu.jpeg?q=70
179,DELL Vostro Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,55347.0,40690.0,57.0,516.0,4.2,https://rukminim1.flixcart.com/image/312/312/l44hyfk0/computer/1/f/b/-original-imagf35erduuk5gh.jpeg?q=70
180,ASUS VivoBook 15 (2022) Core i5 10th Gen,Intel Core i5 Processor (10th Gen),8,57990.0,43990.0,211.0,2408.0,4.3,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
181,ASUS VivoBook Ultra K15 OLED Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,62990.0,44990.0,35.0,204.0,4.4,https://rukminim1.flixcart.com/image/312/312/l2dmky80/computer/l/c/g/-original-imagdqdyewdfx452.jpeg?q=70
182,DELL Vostro Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8,54783.0,41990.0,23.0,155.0,4.0,https://rukminim1.flixcart.com/image/312/312/l13whow0/computer/s/e/r/-original-imagcr7j9zvqpjeq.jpeg?q=70
183,Infinix INBook X1 Core i5 10th Gen,Intel Core i5 Processor (10th Gen),8,59999.0,39990.0,206.0,1346.0,4.1,https://rukminim1.flixcart.com/image/312/312/kw104nk0/computer/z/7/t/inbook-x1-pro-thin-and-light-laptop-infinix-original-imag8shw6pfzuc4e.jpeg?q=70
184,ASUS Pentium Quad Core,Intel Pentium Quad Core Processor,8,40990.0,32162.0,0.0,0.0,0.0,https://rukminim1.flixcart.com/image/312/312/l3bx5e80/computer/c/e/s/e410ka-bv101ws-laptop-asus-original-imagegwmyhapshks.jpeg?q=70
185,DELL Vostro 3405 Ryzen 5 Quad Core 3450U,AMD Ryzen 5 Quad Core Processor,8,49208.0,42990.0,114.0,1013.0,4.3,https://rukminim1.flixcart.com/image/312/312/kirr24w0/computer/d/b/g/dell-na-thin-and-light-laptop-original-imafyhm574qdcnyk.jpeg?q=70
186,ASUS VivoBook 15 (2022) Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8,50990.0,36999.0,370.0,3600.0,4.3,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
187,ASUS VivoBook 15 (2022) Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8,45990.0,33990.0,370.0,3600.0,4.3,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
188,DELL Vostro Ryzen 3 Dual Core 3250U,AMD Ryzen 3 Dual Core Processor,8,51105.0,42390.0,1.0,9.0,4.1,https://rukminim1.flixcart.com/image/312/312/l44hyfk0/computer/u/8/s/-original-imagf35ee3xwgkzv.jpeg?q=70
189,HP Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,52900.0,40990.0,58.0,530.0,4.3,https://rukminim1.flixcart.com/image/312/312/l0zm64w0/computer/k/h/m/14s-dq2606tu-thin-and-light-laptop-hp-original-imagcnsfnrzvzbs6.jpeg?q=70
190,ASUS Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,50990.0,33990.0,118.0,863.0,4.3,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
191,ASUS Vivobook 15 Touch Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,60990.0,42990.0,14.0,85.0,4.4,https://rukminim1.flixcart.com/image/312/312/l44hyfk0/computer/3/c/s/-original-imagf35fjbjagyax.jpeg?q=70
192,Infinix X1 Slim Series Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8,54999.0,32990.0,143.0,812.0,4.2,https://rukminim1.flixcart.com/image/312/312/l44hyfk0/computer/b/d/y/-original-imagf39qmdjgesc9.jpeg?q=70
193,ASUS Vivobook 14 Core i3 11th Gen,Intel Core i3 Processor (11th Gen),4,49990.0,36990.0,7.0,69.0,4.3,https://rukminim1.flixcart.com/image/312/312/kigbjbk0-0/computer/8/6/1/vivobook-laptop-asus-original-imafy8nwgh5jhj9y.jpeg?q=70
194,ASUS Chromebook Flip Touch Celeron Dual Core,Intel Celeron Dual Core Processor,4,29990.0,20990.0,121.0,811.0,4.0,https://rukminim1.flixcart.com/image/312/312/l2jcccw0/computer/6/m/g/-original-imagdv4fkhthwyzb.jpeg?q=70
